Rank;Sourceid;Title;Type;Issn;Publisher;Open Access;Open Access Diamond;SJR;SJR Best Quartile;H index;Total Docs. (2025);Total Docs. (3years);Total Refs.;Total Citations (3years);Citable Docs. (3years);Citations / Doc. (2years);Ref. / Doc.;%Female;Overton;Country;Region;Publisher;Coverage;Categories;Areas
31;21100899528;"Adolescent Research Review";journal;"23638354, 23638346";"Springer International Publishing AG";No;No;3,275;Q1;46;41;73;4155;794;73;9,18;101,34;59,16;3;Switzerland;Western Europe;"Springer International Publishing AG";"2016-2026";"Developmental and Educational Psychology (Q1); Pediatrics, Perinatology and Child Health (Q1); Psychiatry and Mental Health (Q1); Social Sciences (miscellaneous) (Q1)";"Medicine; Psychology; Social Sciences"
32;13467;"Psychological Review";journal;"19391471, 0033295X";"American Psychological Association";No;No;3,222;Q1;259;63;194;9079;1331;193;5,46;144,11;29,19;0;United States;Northern America;"American Psychological Association";"1894-2026";"History and Philosophy of Science (Q1); Psychology (miscellaneous) (Q1)";"Arts and Humanities; Psychology"
33;17643;"Journal of the American Academy of Child and Adolescent Psychiatry";journal;"08908567, 15275418";"Elsevier Inc.";No;No;3,176;Q1;289;267;538;8526;2413;242;4,21;31,93;55,91;5;United States;Northern America;"Elsevier Inc.";"1962, 1982, 1987-2026";"Developmental and Educational Psychology (Q1); Psychiatry and Mental Health (Q1)";"Medicine; Psychology"
34;22326;"Organizational Behavior and Human Decision Processes";journal;"07495978, 10959920";"Academic Press Inc.";No;No;3,152;Q1;195;26;126;2378;633;123;4,72;91,46;38,67;0;United States;Northern America;"Academic Press Inc.";"1985-2026";"Applied Psychology (Q1); Organizational Behavior and Human Resource Management (Q1)";"Business, Management and Accounting; Psychology"
35;15402;"Journal of Child Psychology and Psychiatry and Allied Disciplines";journal;"00219630, 14697610";"Wiley-Blackwell Publishing Ltd";No;No;3,115;Q1;265;198;525;12843;3997;390;5,57;64,86;62,55;7;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"1960-2026";"Developmental and Educational Psychology (Q1); Pediatrics, Perinatology and Child Health (Q1); Psychiatry and Mental Health (Q1)";"Medicine; Psychology"
36;28094;"Accounting, Organizations and Society";journal;"03613682";"Elsevier Ltd";No;No;3,098;Q1;170;23;115;2302;617;110;5,00;100,09;35,09;0;United Kingdom;Western Europe;"Elsevier Ltd";"1976-2026";"Accounting (Q1); Applied Psychology (Q1); Information Systems and Management (Q1); Organizational Behavior and Human Resource Management (Q1); Sociology and Political Science (Q1)";"Business, Management and Accounting; Decision Sciences; Psychology; Social Sciences"
37;12006;"Journal of Vocational Behavior";journal;"10959084, 00018791";"Academic Press Inc.";No;No;3,075;Q1;209;60;199;5963;1749;198;8,34;99,38;54,03;2;United States;Northern America;"Academic Press Inc.";"1971-2026";"Applied Psychology (Q1); Education (Q1); Life-span and Life-course Studies (Q1); Organizational Behavior and Human Resource Management (Q1)";"Business, Management and Accounting; Psychology; Social Sciences"
38;19419;"Computers in Human Behavior";journal;"07475632";"Elsevier Ltd";No;No;3,072;Q1;302;275;1155;21301;18050;1142;14,72;77,46;47,54;8;United Kingdom;Western Europe;"Elsevier Ltd";"1985-2026";"Arts and Humanities (miscellaneous) (Q1); Human-Computer Interaction (Q1); Psychology (miscellaneous) (Q1)";"Arts and Humanities; Computer Science; Psychology"
39;18045;"Neuroscience and Biobehavioral Reviews";journal;"18737528, 01497634";"Elsevier Ltd";No;No;3,060;Q1;319;394;1268;55950;12237;1193;8,30;142,01;51,17;3;United Kingdom;Western Europe;"Elsevier Ltd";"1978-2026";"Behavioral Neuroscience (Q1); Cognitive Neuroscience (Q1); Neuropsychology and Physiological Psychology (Q1)";"Neuroscience; Psychology"
40;13477;"Current Directions in Psychological Science";journal;"14678721, 09637214";"SAGE Publications Inc.";No;No;2,975;Q1;238;53;184;1907;1485;184;6,44;35,98;53,62;1;United States;Northern America;"SAGE Publications Inc.";"1992-2026";"Developmental and Educational Psychology (Q1); Psychology (miscellaneous) (Q1)";"Psychology"
41;21100244230;"Alcohol Research: Current Reviews";journal;"21694796, 21683492";"National Institute on Alcohol Abuse and Alcoholism (NIAAA)";No;No;2,906;Q1;124;12;28;1953;277;25;7,86;162,75;75,56;0;United States;Northern America;"National Institute on Alcohol Abuse and Alcoholism (NIAAA)";"2012-2026";"Clinical Psychology (Q1); Medicine (miscellaneous) (Q1); Psychiatry and Mental Health (Q1)";"Medicine; Psychology"
42;13124;"Trauma, Violence, and Abuse";journal;"15248380, 15528324";"SAGE Publications Ltd";No;No;2,896;Q1;131;218;603;16787;6489;603;10,04;77,00;71,02;10;United Kingdom;Western Europe;"SAGE Publications Ltd";"2000-2026";"Applied Psychology (Q1); Health (social science) (Q1); Public Health, Environmental and Occupational Health (Q1); Social Work (Q1)";"Medicine; Psychology; Social Sciences"
43;21100405117;"Organizational Psychology Review";journal;"20413866, 20413874";"SAGE Publications Inc.";No;No;2,838;Q1;51;22;63;2446;612;60;9,34;111,18;43,75;0;United Kingdom;Western Europe;"SAGE Publications Inc.";"2011-2026";"Applied Psychology (Q1); Organizational Behavior and Human Resource Management (Q1); Social Psychology (Q1)";"Business, Management and Accounting; Psychology"
44;12841;"Clinical Child and Family Psychology Review";journal;"15732827, 10964037";"Kluwer Academic Publishers";No;No;2,834;Q1;131;46;133;4697;1216;131;8,19;102,11;74,01;2;United States;Northern America;"Kluwer Academic Publishers";"1998-2026";"Clinical Psychology (Q1); Developmental and Educational Psychology (Q1); Education (Q1); Pediatrics, Perinatology and Child Health (Q1); Psychiatry and Mental Health (Q1)";"Medicine; Psychology; Social Sciences"
45;18300156710;"European Review of Social Psychology";journal;"10463283, 1479277X";"Taylor and Francis Ltd.";No;No;2,818;Q1;85;27;39;3923;367;38;9,34;145,30;41,98;0;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1990-2000, 2002-2026";"Social Psychology (Q1)";"Psychology"
46;15422;"Work and Stress";journal;"02678373, 14645335";"Taylor and Francis Ltd.";No;No;2,762;Q1;127;27;65;2012;671;62;8,50;74,52;51,81;1;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1987-2026";"Applied Psychology (Q1)";"Psychology"
47;12808;"Journal of Educational Psychology";journal;"19392176, 00220663";"American Psychological Association";No;No;2,643;Q1;274;58;237;4951;1924;237;6,66;85,36;61,83;1;United States;Northern America;"American Psychological Association";"1910-2025";"Developmental and Educational Psychology (Q1); Education (Q1)";"Psychology; Social Sciences"
48;13563;"Educational and Psychological Measurement";journal;"00131644, 15523888";"SAGE Publications Inc.";No;No;2,630;Q1;126;64;147;3085;786;147;5,28;48,20;34,48;0;United States;Northern America;"SAGE Publications Inc.";"1941-2026";"Applied Mathematics (Q1); Applied Psychology (Q1); Developmental and Educational Psychology (Q1); Education (Q1); Psychology (miscellaneous) (Q1)";"Mathematics; Psychology; Social Sciences"
49;14105;"European Journal of Personality";journal;"08902070, 10990984";"SAGE Publications Ltd";No;No;2,570;Q1;115;52;148;4972;786;145;5,06;95,62;44,30;4;United Kingdom;Western Europe;"SAGE Publications Ltd";"1987-2026";"Social Psychology (Q1)";"Psychology"
50;21101021052;"Journal of the Association for Consumer Research";journal;"23781823, 23781815";"University of Chicago Press";No;No;2,566;Q1;36;38;131;1672;340;123;2,70;44,00;43,88;0;United States;Northern America;"University of Chicago Press";"2016-2026";"Applied Psychology (Q1); Economics and Econometrics (Q1); Marketing (Q1)";"Business, Management and Accounting; Economics, Econometrics and Finance; Psychology"
51;15392;"Journal of Business and Psychology";journal;"1573353X, 08893268";"Kluwer Academic/Human Sciences Press Inc.";No;No;2,563;Q1;115;128;202;12314;1452;199;7,36;96,20;44,96;2;United States;Northern America;"Kluwer Academic/Human Sciences Press Inc.";"1986-2026";"Applied Psychology (Q1); Business and International Management (Q1); Business, Management and Accounting (miscellaneous) (Q1); Psychology (miscellaneous) (Q1)";"Business, Management and Accounting; Psychology"
52;29412;"Group and Organization Management";journal;"15523993, 10596011";"SAGE Publications Inc.";No;No;2,543;Q1;113;144;157;9489;1175;143;4,70;65,90;44,21;2;United States;Northern America;"SAGE Publications Inc.";"1976-2026";"Applied Psychology (Q1); Arts and Humanities (miscellaneous) (Q1); Organizational Behavior and Human Resource Management (Q1)";"Arts and Humanities; Business, Management and Accounting; Psychology"
53;13455;"Learning and Instruction";journal;"09594752";"Elsevier B.V.";No;No;2,533;Q1;162;183;305;12638;2421;301;7,08;69,06;55,02;2;United Kingdom;Western Europe;"Elsevier B.V.";"1991-2026";"Developmental and Educational Psychology (Q1); Education (Q1)";"Psychology; Social Sciences"
54;12767;"British Journal of Clinical Psychology";journal;"01446657, 20448260";"Wiley-Blackwell";No;No;2,511;Q1;109;79;162;4441;1239;162;3,63;56,22;64,25;2;United States;Northern America;"Wiley-Blackwell";"1962-1966, 1968, 1970, 1981-2026";"Clinical Psychology (Q1); Medicine (miscellaneous) (Q1)";"Medicine; Psychology"
55;15470;"Journal of Environmental Psychology";journal;"02724944, 15229610";"Academic Press";No;No;2,508;Q1;210;296;579;23120;5546;561;7,74;78,11;53,06;4;United States;Northern America;"Academic Press";"1981-2026";"Applied Psychology (Q1); Social Psychology (Q1)";"Psychology"
56;14130;"Research in Organizational Behavior";journal;"01913085";"Emerald Publishing";No;No;2,465;Q1;87;12;30;2589;127;28;3,07;215,75;65,52;0;United Kingdom;Western Europe;"Emerald Publishing";"2000-2004, 2006, 2008-2025";"Experimental and Cognitive Psychology (Q1); Organizational Behavior and Human Resource Management (Q1); Social Psychology (Q1)";"Business, Management and Accounting; Psychology"
57;146223;"Behavior Research Methods";journal;"15543528, 1554351X";"Springer Nature";No;No;2,382;Q1;191;334;887;21747;5582;879;5,61;65,11;41,85;0;United States;Northern America;"Springer Nature";"1968-1983, 2004-2026";"Arts and Humanities (miscellaneous) (Q1); Developmental and Educational Psychology (Q1); Experimental and Cognitive Psychology (Q1); Psychology (miscellaneous) (Q1)";"Arts and Humanities; Psychology"
58;130087;"Annual Review of Applied Linguistics";book series;"14716356, 02671905";"Cambridge University Press";Yes;No;2,374;Q1;74;16;42;1026;343;39;11,17;64,13;44,44;0;United Kingdom;Western Europe;"Cambridge University Press";"2005-2025";"Linguistics and Language (Q1); Psychology (miscellaneous) (Q1)";"Psychology; Social Sciences"
59;13502;"Developmental Review";journal;"02732297, 10902406";"Elsevier Inc.";No;No;2,367;Q1;130;29;76;4833;558;76;6,87;166,66;65,96;0;United States;Northern America;"Elsevier Inc.";"1981-2026";"Developmental and Educational Psychology (Q1); Education (Q1); Experimental and Cognitive Psychology (Q1); Pediatrics, Perinatology and Child Health (Q1); Psychiatry and Mental Health (Q1)";"Medicine; Psychology; Social Sciences"
60;29282;"Journal of Occupational Health Psychology";journal;"19391307, 10768998";"Educational Publishing Foundation";No;No;2,356;Q1;161;29;85;1885;613;84;6,00;65,00;55,45;0;United States;Northern America;"Educational Publishing Foundation";"1996-2026";"Applied Psychology (Q1); Public Health, Environmental and Occupational Health (Q1)";"Medicine; Psychology"
61;12029;"Applied Psychology";journal;"0269994X, 14640597";"Wiley-Blackwell Publishing Ltd";No;No;2,354;Q1;123;103;229;9371;1904;213;6,77;90,98;46,06;0;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"1955, 1961-1993, 1996-2026";"Applied Psychology (Q1); Arts and Humanities (miscellaneous) (Q1); Developmental and Educational Psychology (Q1)";"Arts and Humanities; Psychology"
62;13468;"Psychological Science";journal;"09567976, 14679280";"SAGE Publications Inc.";No;No;2,309;Q1;345;57;343;2627;1843;333;4,42;46,09;49,49;1;United States;Northern America;"SAGE Publications Inc.";"1990-2026";"Psychology (miscellaneous) (Q1)";"Psychology"
63;19400158483;"Social Issues and Policy Review";journal;"17512409, 17512395";"Wiley-Blackwell Publishing Ltd";No;No;2,273;Q1;58;8;24;1327;245;24;9,67;165,88;60,87;0;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"2008-2025";"Applied Psychology (Q1); Social Psychology (Q1); Social Sciences (miscellaneous) (Q1); Sociology and Political Science (Q1)";"Psychology; Social Sciences"
64;21100274406;"Clinical Psychological Science";journal;"21677034, 21677026";"SAGE Publications Inc.";No;No;2,264;Q1;86;79;222;6163;1240;214;5,32;78,01;46,24;0;United States;Northern America;"SAGE Publications Inc.";"2013-2026";"Clinical Psychology (Q1)";"Psychology"
65;13900154713;"Child Development Perspectives";journal;"17508606, 17508592";"Wiley-Blackwell Publishing Ltd";No;No;2,214;Q1;112;29;76;2143;552;76;6,28;73,90;69,51;0;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"2007-2025";"Developmental and Educational Psychology (Q1); Life-span and Life-course Studies (Q1); Pediatrics, Perinatology and Child Health (Q1)";"Medicine; Psychology; Social Sciences"
66;15548;"European Child and Adolescent Psychiatry";journal;"10188827, 1435165X";"Springer Science and Business Media Deutschland GmbH";No;No;2,209;Q1;132;391;759;20312;5066;690;6,11;51,95;56,42;9;Germany;Western Europe;"Springer Science and Business Media Deutschland GmbH";"1992-2026";"Developmental and Educational Psychology (Q1); Pediatrics, Perinatology and Child Health (Q1); Psychiatry and Mental Health (Q1)";"Medicine; Psychology"
67;15406;"Journal of Clinical Child and Adolescent Psychology";journal;"15374424, 15374416";"Routledge";No;No;2,194;Q1;172;100;217;5331;1326;195;5,83;53,31;63,53;2;United States;Northern America;"Routledge";"1999-2026";"Clinical Psychology (Q1); Developmental and Educational Psychology (Q1)";"Psychology"
68;18014;"Neuropsychology Review";journal;"15736660, 10407308";"Springer New York";No;No;2,193;Q1;123;53;135;6178;1228;134;7,89;116,57;66,17;1;United States;Northern America;"Springer New York";"1990-1992, 1994-2026";"Neuropsychology and Physiological Psychology (Q1)";"Psychology"
69;18742;"Psychological Medicine";journal;"14698978, 00332917";"Cambridge University Press";No;No;2,192;Q1;262;372;1718;23189;9885;1594;5,19;62,34;52,26;0;United Kingdom;Western Europe;"Cambridge University Press";"1970-2026";"Applied Psychology (Q1); Psychiatry and Mental Health (Q1)";"Medicine; Psychology"
70;19900193555;"Social Psychological and Personality Science";journal;"19485514, 19485506";"Sage Periodicals Press";No;No;2,179;Q1;107;121;284;6145;1646;284;5,07;50,79;48,68;2;United States;Northern America;"Sage Periodicals Press";"2010-2026";"Clinical Psychology (Q1); Social Psychology (Q1)";"Psychology"
71;12127;"Behaviour Research and Therapy";journal;"00057967, 1873622X";"Elsevier Ltd";No;No;2,178;Q1;232;175;385;11607;2154;381;4,56;66,33;57,91;0;United Kingdom;Western Europe;"Elsevier Ltd";"1963-2026";"Clinical Psychology (Q1); Developmental and Educational Psychology (Q1); Experimental and Cognitive Psychology (Q1); Psychiatry and Mental Health (Q1)";"Medicine; Psychology"
72;30017;"Journal of Occupational and Organizational Psychology";journal;"20448325, 09631798";"Wiley-Blackwell";No;No;2,156;Q1;152;107;152;9962;1010;152;6,36;93,10;52,73;1;United States;Northern America;"Wiley-Blackwell";"1992-2026";"Applied Psychology (Q1); Organizational Behavior and Human Resource Management (Q1)";"Business, Management and Accounting; Psychology"
73;15269;"Monographs of the Society for Research in Child Development";journal;"0037976X, 15405834";"Wiley-Blackwell Publishing Ltd";No;No;2,134;Q1;80;1;6;289;47;6;7,60;289,00;75,00;0;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"1961-1982, 1984-2025";"Developmental and Educational Psychology (Q1)";"Psychology"
74;29492;"American Psychologist";journal;"0003066X, 1935990X";"American Psychological Association";No;No;2,130;Q1;294;135;376;6859;2308;375;5,46;50,81;55,45;1;United States;Northern America;"American Psychological Association";"1946-1954, 1965-2026";"Medicine (miscellaneous) (Q1); Psychology (miscellaneous) (Q1)";"Medicine; Psychology"
75;12159;"Body Image";journal;"17401445, 18736807";"Elsevier Ltd";No;No;2,110;Q1;125;143;438;10819;3022;433;6,03;75,66;73,12;2;United Kingdom;Western Europe;"Elsevier Ltd";"2004-2026";"Applied Psychology (Q1); Psychology (miscellaneous) (Q1); Social Psychology (Q1)";"Psychology"
76;12811;"Personality and Social Psychology Bulletin";journal;"01461672, 15527433";"SAGE Publications Inc.";No;No;2,086;Q1;250;308;345;20193;1892;345;5,18;65,56;49,02;6;United States;Northern America;"SAGE Publications Inc.";"1976, 1982-1983, 1985-1989, 1991-1992, 1995-2026";"Social Psychology (Q1)";"Psychology"
77;21933;"Decision Support Systems";journal;"01679236";"Elsevier B.V.";No;No;2,079;Q1;203;124;377;8185;3654;373;9,06;66,01;31,76;0;Netherlands;Western Europe;"Elsevier B.V.";"1985-2026";"Arts and Humanities (miscellaneous) (Q1); Developmental and Educational Psychology (Q1); Information Systems (Q1); Information Systems and Management (Q1); Management Information Systems (Q1)";"Arts and Humanities; Business, Management and Accounting; Computer Science; Decision Sciences; Psychology"
78;15439;"Journal of Consulting and Clinical Psychology";journal;"0022006X, 19392117";"American Psychological Association";No;No;2,077;Q1;285;65;221;2631;1287;219;5,47;40,48;55,47;3;United States;Northern America;"American Psychological Association";"1968-2026";"Clinical Psychology (Q1); Psychiatry and Mental Health (Q1)";"Medicine; Psychology"
79;21100373947;"Journal of Behavioral Addictions";journal;"20625871, 20635303";"Akademiai Kiado";Yes;No;2,051;Q1;95;117;257;8795;1867;256;5,96;75,17;45,97;2;Hungary;Eastern Europe;"Akademiai Kiado";"2012-2026";"Clinical Psychology (Q1); Medicine (miscellaneous) (Q1); Psychiatry and Mental Health (Q1)";"Medicine; Psychology"
80;12058;"Assessment";journal;"10731911, 15523489";"SAGE Publications Inc.";No;No;2,040;Q1;116;156;412;10491;2293;412;5,13;67,25;50,95;1;United States;Northern America;"SAGE Publications Inc.";"1994-2026";"Applied Psychology (Q1); Clinical Psychology (Q1)";"Psychology"
81;4700152304;"European Journal of Work and Organizational Psychology";journal;"1359432X, 14640643";"Routledge";No;No;2,029;Q1;107;73;182;6234;1300;182;6,32;85,40;53,15;0;United Kingdom;Western Europe;"Routledge";"2005-2026";"Applied Psychology (Q1); Organizational Behavior and Human Resource Management (Q1)";"Business, Management and Accounting; Psychology"
